Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Tim Cunningham	0	8.53	4.11	3.49	3.5	3.56	3.94	3.67	4.09	3.66	3.62	19
Marek Skowronski	0	9.48	3.71	3.72	3.96	3.35	4.03	3.73	4.37	3.59	3.61	19
Thomas Godfrey	0	5.36	4.92	4.89	4.89	4.97	4.92	4.94	4.94	4.92	4.97	18
"Godfrey, T."	0	5.36	4.92	4.89	4.89	4.97	4.92	4.94	4.94	4.92	4.97	18
Jennifer Aylmer	0	7.67	4.92	4.82	4.85	4.95	4.92	4.92	4.85	4.92	4.89	18
"Aylmer, J."	0	7.67	4.92	4.82	4.85	4.95	4.92	4.92	4.85	4.92	4.89	18
Anne Williams	0	13.21	4.91	4.75	4.69	4.89	4.93	4.91	4.93	4.91	4.88	18
John Mackey	0	8.94	4.87	4.72	4.71	4.58	4.85	4.79	4.83	4.84	4.76	18
"Mackey, J."	0	8.94	4.87	4.72	4.71	4.58	4.85	4.79	4.83	4.84	4.76	18
Crista Crittenden	0	7.1	4.76	4.78	4.69	4.68	4.71	4.73	4.84	4.75	4.71	18
Andrew Gordon	0	6.92	4.74	4.79	4.78	4.63	4.76	4.74	4.89	4.69	4.67	18
Jeremy Avigad	0	8.95	4.81	4.66	4.75	4.64	4.61	4.69	4.87	4.78	4.66	18
"Avigad, J."	0	8.95	4.81	4.66	4.75	4.64	4.61	4.69	4.87	4.78	4.66	18
Barbara Johnstone	0	8.42	4.4	4.64	4.51	4.31	4.54	4.68	4.74	4.56	4.54	18
Alex London	0	9.05	4.68	4.53	4.61	4.33	4.62	4.68	4.66	4.7	4.53	18
"London, A."	0	9.05	4.68	4.53	4.61	4.33	4.62	4.68	4.66	4.7	4.53	18
Stephen Totter	0	2.97	4.58	4.71	4.55	4.65	4.43	4.6	4.67	4.5	4.52	18
Kevin Zollman	0	6.52	4.52	4.59	4.45	4.32	4.41	4.55	4.83	4.5	4.51	18
"Zollman, K."	0	6.52	4.52	4.59	4.45	4.32	4.41	4.55	4.83	4.5	4.51	18
Richard Holman	0	9.74	4.57	4.27	4.3	3.85	4.57	4.54	4.64	4.56	4.5	18
"Holman, R."	0	9.74	4.57	4.27	4.3	3.85	4.57	4.54	4.64	4.56	4.5	18
Zhongxin Sun	0	7.41	4.67	4.38	4.54	4.41	4.6	4.59	4.74	4.54	4.49	18
Amit Acharya	0	6.47	4.53	4.76	4.49	4.35	4.58	4.55	4.71	4.49	4.49	18
"Acharya, A."	0	6.47	4.53	4.76	4.49	4.35	4.58	4.55	4.71	4.49	4.49	18
Julia Deems	0	6.08	4.64	4.5	4.6	4.69	4.59	4.51	4.59	4.47	4.39	18
George Loewenstein	0	9.18	4.18	4.18	4.24	3.72	4.53	4.41	4.38	4.33	4.39	18
Matthew Nelson	0	6.32	4.7	4.58	4.51	4.68	4.49	4.44	4.84	4.58	4.38	18
James Daniels	0	7.81	4.57	4.13	4.21	4.67	4.52	4.28	4.67	4.37	4.37	18
Keiko Koda	0	9.03	4.76	3.98	4.21	4.61	4.47	4.47	4.85	4.4	4.36	18
Barbara Carryer	0	6.44	4.46	4.41	4.43	4.38	4.52	4.35	4.6	4.42	4.34	18
"Carryer, B."	0	6.44	4.46	4.41	4.43	4.38	4.52	4.35	4.6	4.42	4.34	18
"Geyer, H."	0	11.57	4.4	4.25	4.4	4.03	4.44	4.35	4.61	4.3	4.28	18
Hartmut Geyer	0	11.57	4.4	4.25	4.4	4.03	4.44	4.35	4.61	4.3	4.28	18
Subha Das	0	6.51	4.45	4.01	4.26	4.01	4.46	4.33	4.62	4.27	4.28	18
M. Stephanie Murray	0	6.76	4.65	4.3	4.31	4.11	4.44	4.42	4.79	4.51	4.22	18
"Murray, M."	0	6.76	4.65	4.3	4.31	4.11	4.44	4.42	4.79	4.51	4.22	18
"Thomas, A."	0	9.17	4.47	4.2	4.23	4.28	4.28	4.18	4.63	4.15	4.19	18
Andrew Thomas	0	9.17	4.47	4.2	4.23	4.28	4.28	4.18	4.63	4.15	4.19	18
Adam Hodges	0	9.31	4.4	4.44	4.32	4.34	4.43	4.44	4.71	4.3	4.18	18
"Hodges, A."	0	9.31	4.4	4.44	4.32	4.34	4.43	4.44	4.71	4.3	4.18	18
"Erdogmus, H."	0	14.82	4.43	4.23	4.32	4.36	4.36	4.35	4.48	4.3	4.18	18
Hakan Erdogmus	0	14.82	4.43	4.23	4.32	4.36	4.36	4.35	4.48	4.3	4.18	18
Ignacio Grossmann	0	13.33	4.32	4.22	4.22	4.05	4.37	4.26	4.55	4.19	4.16	18
Deborah Brandon	0	6.95	4.36	4.32	4.26	4.18	4.15	4.17	4.59	4.2	4.13	18
Aniket Kittur	0	8.14	4.43	3.97	4.04	3.93	4.4	4.31	4.71	4.26	4.11	18
"Kittur, A."	0	8.14	4.43	3.97	4.04	3.93	4.4	4.31	4.71	4.26	4.11	18
Marija Ilic	0	10.21	4.37	3.92	4.03	3.89	4.51	4.1	4.52	4.1	4.11	18
"Ilic, M."	0	10.21	4.37	3.92	4.03	3.89	4.51	4.1	4.52	4.1	4.11	18
Peter Steenkiste	0	12	4.41	4.4	4.46	3.93	4.43	4.47	4.66	4.38	4.09	18
"Steenkiste, P."	0	12	4.41	4.4	4.46	3.93	4.43	4.47	4.66	4.38	4.09	18
"Aldrich, J."	0	11.14	4.27	4.12	4.22	4.09	4.32	4.29	4.57	4.19	4.08	18
Jonathan Aldrich	0	11.14	4.27	4.12	4.22	4.09	4.32	4.29	4.57	4.19	4.08	18
"Goldstein, S."	0	16.52	4.1	4.11	4.24	3.81	4.35	4.23	4.25	4.14	4.08	18
Seth Goldstein	0	16.52	4.1	4.11	4.24	3.81	4.35	4.23	4.25	4.14	4.08	18
Rahul Telang	0	8.28	4.25	4.14	4.13	4.08	4.26	4.16	4.41	4.13	4.03	18
Hilary Masters	0	7.6	4.29	3.3	3.74	3.93	4.25	3.88	4.04	3.85	3.96	18
Limin Jia	0	11.53	4.15	3.97	4.06	3.87	4.23	4.09	4.43	3.97	3.92	18
"Jia, L."	0	11.53	4.15	3.97	4.06	3.87	4.23	4.09	4.43	3.97	3.92	18
"Ergan, S."	0	9.23	3.98	3.94	3.91	3.84	3.98	3.89	4.25	3.83	3.86	18
Semiha Ergan	0	9.23	3.98	3.94	3.91	3.84	3.98	3.89	4.25	3.83	3.86	18
"Xing, E."	0	12.36	3.82	3.91	3.94	3.59	4.04	3.73	4.1	3.56	3.84	18
Eric Xing	0	12.36	3.82	3.91	3.94	3.59	4.04	3.73	4.1	3.56	3.84	18
Tomasz Kowalewski	0	9.41	4.14	3.87	4.06	3.54	4.19	4	4.59	3.86	3.8	18
"Kowalewski, T."	0	9.41	4.14	3.87	4.06	3.54	4.19	4	4.59	3.86	3.8	18
Ananda Gunawardena	0	10.86	4.03	3.75	3.83	3.5	4.09	3.79	4.4	3.77	3.77	18
"Gunawardena, A."	0	10.86	4.03	3.75	3.83	3.5	4.09	3.79	4.4	3.77	3.77	18
Melissa Porterfield	0	6.27	4.14	4.38	4.17	4.06	4.01	4.05	4.16	3.96	3.69	18
Michael Domach	0	7.15	4.15	3.64	3.72	3.71	4.02	3.72	4.44	3.68	3.63	18
"Domach, M."	0	7.15	4.15	3.64	3.72	3.71	4.02	3.72	4.44	3.68	3.63	18
Peter Stumpf	0	7.19	4.9	4.83	4.9	4.9	4.84	4.9	4.96	4.9	4.9	17
"Fatahalian, K."	0	12.92	4.88	4.72	4.83	4.62	4.9	4.88	4.88	4.88	4.81	17
Kayvon Fatahalian	0	12.92	4.88	4.72	4.83	4.62	4.9	4.88	4.88	4.88	4.81	17
G Richard Tucker	0	5.2	4.9	4.84	4.81	4.66	4.86	4.77	4.93	4.85	4.78	17
Gary Franko	0	7.49	4.75	4.78	4.8	4.57	4.67	4.77	4.86	4.76	4.77	17
Scott Sandage	0	8.32	4.83	4.67	4.71	4.67	4.69	4.83	4.64	4.83	4.75	17
Mor Harchol-Balter	0	12.15	4.9	4.79	4.74	4.65	4.81	4.87	4.78	4.85	4.74	17
"Harchol-Balter, M."	0	12.15	4.9	4.79	4.74	4.65	4.81	4.87	4.78	4.85	4.74	17
Amani Attia	0	7.11	4.82	4.57	4.56	4.53	4.65	4.61	4.88	4.65	4.64	17
"Kitani, K."	0	10.66	4.65	4.65	4.68	4.25	4.65	4.66	4.79	4.61	4.62	17
Kris Kitani	0	10.66	4.65	4.65	4.68	4.25	4.65	4.66	4.79	4.61	4.62	17
Timothy Brown	0	15.39	4.72	4.46	4.68	4.45	4.6	4.65	4.85	4.66	4.57	17
"Brown, T."	0	15.39	4.72	4.46	4.68	4.45	4.6	4.65	4.85	4.66	4.57	17
Daniel Teadt	0	5.52	4.61	4.39	4.42	4.49	4.59	4.53	4.61	4.57	4.48	17
"Teadt, D."	0	5.52	4.61	4.39	4.42	4.49	4.59	4.53	4.61	4.57	4.48	17
Robert Swendsen	0	8.96	4.67	4.49	4.52	4.49	4.57	4.52	4.63	4.57	4.46	17
"Swendsen, R."	0	8.96	4.67	4.49	4.52	4.49	4.57	4.52	4.63	4.57	4.46	17
"Siirola, J."	0	9.39	4.66	4.51	4.48	4.43	4.65	4.6	4.67	4.59	4.45	17
Jeffrey Siirola	0	9.39	4.66	4.51	4.48	4.43	4.65	4.6	4.67	4.59	4.45	17
Jonathan Caulkins	0	11.49	4.47	4.45	4.54	4.07	4.6	4.39	4.33	4.41	4.44	17
"Caulkins, J."	0	11.49	4.47	4.45	4.54	4.07	4.6	4.39	4.33	4.41	4.44	17
Christos Faloutsos	0	9.8	4.6	4.59	4.61	4.36	4.59	4.61	4.75	4.55	4.43	17
"Faloutsos, C."	0	9.8	4.6	4.59	4.61	4.36	4.59	4.61	4.75	4.55	4.43	17
"Ettensohn, C."	0	7.8	4.45	4.44	4.52	4.11	4.6	4.57	4.65	4.53	4.43	17
Charles Ettensohn	0	7.8	4.45	4.44	4.52	4.11	4.6	4.57	4.65	4.53	4.43	17
Brooke Mccartney	0	8.73	4.57	4.3	4.43	4.05	4.64	4.55	4.67	4.51	4.4	17
"Mccartney, B."	0	8.73	4.57	4.3	4.43	4.05	4.64	4.55	4.67	4.51	4.4	17
Anthony Rowe	0	12.24	4.43	4.33	4.34	4.04	4.47	4.43	4.56	4.42	4.4	17
"Rowe, A."	0	12.24	4.43	4.33	4.34	4.04	4.47	4.43	4.56	4.42	4.4	17
Stephen Broomell	0	7.7	4.73	4.51	4.36	4.34	4.58	4.45	4.77	4.55	4.39	17
"Broomell, S."	0	7.7	4.73	4.51	4.36	4.34	4.58	4.45	4.77	4.55	4.39	17
Ravi Thomas	0	12.12	4.49	4.41	4.52	4.11	4.6	4.48	4.77	4.42	4.38	17
"Ferreyra, M."	0	7.02	4.5	4.4	4.44	4.25	4.4	4.42	4.7	4.4	4.28	17
Maria Ferreyra	0	7.02	4.5	4.4	4.44	4.25	4.4	4.42	4.7	4.4	4.28	17
Allen Robinson	0	9.87	4.5	4.39	4.5	3.98	4.65	4.54	4.67	4.38	4.26	17
"Robinson, A."	0	9.87	4.5	4.39	4.5	3.98	4.65	4.54	4.67	4.38	4.26	17
Paul Gerlach	0	4.44	4.68	4.59	4.59	4.28	4.5	4.41	4.62	4.29	4.26	17
Dennis Prieve	0	9.44	4.41	4.52	4.43	4.09	4.45	4.43	4.75	4.35	4.25	17
"Frederking, R."	0	8.37	4.39	4.15	4.21	4.06	4.36	4.33	4.62	4.3	4.23	17
Robert Frederking	0	8.37	4.39	4.15	4.21	4.06	4.36	4.33	4.62	4.3	4.23	17
Collin Jackson	0	10.94	4.24	4.33	4.38	4.03	4.44	4.31	4.46	4.29	4.21	17
"Jackson, C."	0	10.94	4.24	4.33	4.38	4.03	4.44	4.31	4.46	4.29	4.21	17
Donald Sutton	0	7.26	4.52	4.12	4.22	4.18	4.4	4.33	4.76	4.27	4.16	17
"Lee, C."	0	8.63	4.43	4.24	4.27	4.05	4.35	4.33	4.56	4.2	4.15	17
Russell Golman	0	6.42	4.28	4.07	4.14	4.06	4.23	4.17	4.57	4.13	4.14	17
"Golman, R."	0	6.42	4.28	4.07	4.14	4.06	4.23	4.17	4.57	4.13	4.14	17
Jimmy Williams	0	7.73	4.33	3.99	4.06	3.96	4.33	4.15	4.53	4.18	4.12	17
Brian Junker	0	9.21	4.43	4.31	4.23	4.13	4.35	4.19	4.68	4.14	4.1	17
"Junker, B."	0	9.21	4.43	4.31	4.23	4.13	4.35	4.19	4.68	4.14	4.1	17
"Subramanian, S."	0	7.64	4.43	4.26	4.29	4.21	4.3	4.22	4.52	4.13	4.01	17
Shoba Subramanian	0	7.64	4.43	4.26	4.29	4.21	4.3	4.22	4.52	4.13	4.01	17
Maarten De Boer	0	10.37	4.26	4.14	4.18	4.01	4.24	3.96	4.5	3.88	4.01	17
Gary Miller	0	10.23	4.15	3.8	4.06	3.68	4.25	4.05	4.43	3.97	3.94	17
"Miller, G."	0	10.23	4.15	3.8	4.06	3.68	4.25	4.05	4.43	3.97	3.94	17
Jonathan Cagan	0	11.18	4.12	3.9	3.98	3.99	4.13	3.96	4.26	3.97	3.94	17
"Cagan, J."	0	11.18	4.12	3.9	3.98	3.99	4.13	3.96	4.26	3.97	3.94	17
Carrie Hagan	0	5.57	4.46	4.16	4.11	4.01	4.19	4.21	4.49	4.19	3.92	17
"Hagan, C."	0	5.57	4.46	4.16	4.11	4.01	4.19	4.21	4.49	4.19	3.92	17
Christine Mondor	0	13.26	4.3	3.75	3.81	4.08	4.2	4.11	4.53	4.16	3.91	17
"Bareiss, E."	0	11.11	4.18	3.82	3.99	4.05	4.2	4.03	4.21	4.11	3.89	17
Ellis Bareiss	0	11.11	4.18	3.82	3.99	4.05	4.2	4.03	4.21	4.11	3.89	17
P. Loesche	0	7.72	4.07	3.83	3.87	3.86	4.21	3.86	4.31	3.87	3.89	17
"Loesche, P."	0	7.72	4.07	3.83	3.87	3.86	4.21	3.86	4.31	3.87	3.89	17
Mate Szabo	0	6.69	4.05	4.29	4.15	3.85	3.9	4.13	4.36	4.01	3.88	17
Stephen Roehrig	0	11.31	4.09	3.97	4.02	3.82	4.09	3.99	4.24	3.99	3.88	17
Eden Fisher	0	5.61	4.12	3.93	4.03	3.87	4.08	3.96	4.21	3.89	3.87	17
"Fisher, E."	0	5.61	4.12	3.93	4.03	3.87	4.08	3.96	4.21	3.89	3.87	17
"Bar-Joseph, Z."	0	10.18	3.81	3.88	4.03	3.59	4.13	3.88	4.16	3.87	3.86	17
Ziv Bar-Joseph	0	10.18	3.81	3.88	4.03	3.59	4.13	3.88	4.16	3.87	3.86	17
Karen Clay	0	8.57	4.02	3.98	3.94	3.8	4.04	3.78	4.43	3.78	3.83	17
Todd Przybycien	0	9.85	4.31	4.04	4.11	3.82	4.31	3.96	4.63	3.94	3.81	17
"Przybycien, T."	0	9.85	4.31	4.04	4.11	3.82	4.31	3.96	4.63	3.94	3.81	17
Patrick Sileo	0	7.74	3.91	3.79	3.79	3.48	3.91	3.87	4.38	3.75	3.81	17
"Sileo, P."	0	7.74	3.91	3.79	3.79	3.48	3.91	3.87	4.38	3.75	3.81	17
Kenneth Mai	0	16.12	3.98	3.87	4.01	3.62	4.17	4.02	4.07	3.89	3.8	17
Francesca Torello	0	6.42	4.25	3.7	3.67	3.85	3.83	3.87	4.53	3.86	3.79	17
"Torello, F."	0	6.42	4.25	3.7	3.67	3.85	3.83	3.87	4.53	3.86	3.79	17
William Alba	0	6.14	4.52	3.43	3.43	3.96	4.14	4.01	4.55	4.22	3.73	17
"Alba, W."	0	6.14	4.52	3.43	3.43	3.96	4.14	4.01	4.55	4.22	3.73	17
"Kaynar, Z."	0	10.03	4.01	3.93	3.92	3.64	3.93	3.84	4.3	3.8	3.65	17
Nancy Koerbel	0	5.38	4.14	3.58	3.7	3.71	3.81	3.78	4.49	3.65	3.57	17
Shraddha Joshi	0	3.74	4.08	4.05	4.03	4.04	3.92	3.85	4.1	3.76	3.5	17
"Hackney, D."	0	9.62	3.83	3.41	3.52	3.33	3.89	3.47	4.43	3.42	3.39	17
David Hackney	0	9.62	3.83	3.41	3.52	3.33	3.89	3.47	4.43	3.42	3.39	17
Mame-Fatou Niang	0	8.43	4.95	4.76	4.79	4.89	4.94	4.9	4.98	4.94	4.89	16
Marilyn Bodycoat	0	8.31	4.88	4.73	4.8	4.9	4.78	4.79	4.87	4.82	4.78	16
Susan Polansky	0	7.89	4.9	4.89	4.92	4.88	4.89	4.82	4.94	4.89	4.77	16
Alan Mcgaughey	0	10.66	4.74	4.74	4.73	4.51	4.72	4.71	4.85	4.73	4.64	16
Linda Babcock	0	6.94	4.6	4.47	4.54	4.17	4.69	4.67	4.69	4.63	4.63	16
Gautam Iyer	0	10.88	4.73	4.49	4.56	4.47	4.61	4.66	4.8	4.68	4.61	16
Steven Chase	0	10.54	4.74	4.74	4.74	4.3	4.77	4.67	4.8	4.7	4.6	16
"Chase, S."	0	10.54	4.74	4.74	4.74	4.3	4.77	4.67	4.8	4.7	4.6	16
"Collins, T."	0	6.62	4.65	4.61	4.6	4.48	4.81	4.7	4.75	4.56	4.6	16
Terrence Collins	0	6.62	4.65	4.61	4.6	4.48	4.81	4.7	4.75	4.56	4.6	16
Robert Pego	0	11.18	4.56	4.48	4.54	4.27	4.61	4.53	4.79	4.44	4.57	16
"Pego, R."	0	11.18	4.56	4.48	4.54	4.27	4.61	4.53	4.79	4.44	4.57	16
Joel Smith	0	6.82	4.71	4.6	4.6	4.54	4.59	4.64	4.83	4.63	4.54	16
Remi Van Compernolle	0	9.01	4.66	4.49	4.58	4.42	4.63	4.61	4.84	4.5	4.49	16
Levent Kara	0	11.72	4.66	4.44	4.54	4.46	4.53	4.5	4.73	4.53	4.46	16
"Kara, L."	0	11.72	4.66	4.44	4.54	4.46	4.53	4.5	4.73	4.53	4.46	16
Jonathan Minden	0	7.52	4.73	4.44	4.49	4.38	4.64	4.52	4.79	4.53	4.45	16
"Minden, J."	0	7.52	4.73	4.44	4.49	4.38	4.64	4.52	4.79	4.53	4.45	16
Claudia Kirkpatrick	0	7.51	4.75	4.43	4.51	4.6	4.64	4.46	4.62	4.49	4.45	16
Kenji Shimada	0	10.34	4.58	4.47	4.44	4.33	4.55	4.42	4.77	4.46	4.42	16
"Shimada, K."	0	10.34	4.58	4.47	4.44	4.33	4.55	4.42	4.77	4.46	4.42	16
John Obrien	0	8.05	4.45	4.42	4.5	4.19	4.56	4.45	4.73	4.4	4.41	16
"Obrien, J."	0	8.05	4.45	4.42	4.5	4.19	4.56	4.45	4.73	4.4	4.41	16
"Holmes, A."	0	6.47	4.51	4.23	4.18	4.5	4.64	4.25	4.51	4.66	4.4	16
Abigail Holmes	0	6.47	4.51	4.23	4.18	4.5	4.64	4.25	4.51	4.66	4.4	16
"Hoe, J."	0	9.69	4.48	4.45	4.44	4.12	4.49	4.37	4.59	4.39	4.32	16
James Hoe	0	9.69	4.48	4.45	4.44	4.12	4.49	4.37	4.59	4.39	4.32	16
"Mawhinney, D."	0	7.01	4.68	4.09	4.35	4.3	4.68	4.42	4.37	4.42	4.3	16
David Mawhinney	0	7.01	4.68	4.09	4.35	4.3	4.68	4.42	4.37	4.42	4.3	16
Rajeev Gandhi	0	12.65	4.35	4.39	4.45	4.03	4.35	4.34	4.54	4.38	4.3	16
"Gandhi, R."	0	12.65	4.35	4.39	4.45	4.03	4.35	4.34	4.54	4.38	4.3	16
"Quinn, B."	0	8.3	4.33	4.3	4.28	4	4.44	4.4	4.55	4.37	4.3	16
Brian Quinn	0	8.3	4.33	4.3	4.28	4	4.44	4.4	4.55	4.37	4.3	16
"Kantor, G."	0	9.26	4.43	4.37	4.43	4.09	4.48	4.52	4.7	4.49	4.27	16
George Kantor	0	9.26	4.43	4.37	4.43	4.09	4.48	4.52	4.7	4.49	4.27	16
Maria Rosa Rodriguez	0	10.38	4.45	4.23	4.38	4.04	4.59	4.55	4.52	4.38	4.27	16
Kathleen Smith	0	7.92	4.44	4.5	4.43	4.09	4.4	4.42	4.61	4.32	4.24	16
"Stern, R."	0	13.43	4.4	4.29	4.35	4.1	4.39	4.37	4.53	4.24	4.24	16
Rafael Stern	0	13.43	4.4	4.29	4.35	4.1	4.39	4.37	4.53	4.24	4.24	16
"Veloso, M."	0	9.65	4.39	3.95	4.11	4.04	4.41	4.19	4.4	4.27	4.18	16
Maria Manuela Veloso	0	9.65	4.39	3.95	4.11	4.04	4.41	4.19	4.4	4.27	4.18	16
Valerie Ventura	0	10.65	4.2	4.09	4.06	4.21	4.24	4.2	4.18	4.13	4.14	16
"Scherlis, W."	0	8.07	4.46	3.82	4.16	3.75	4.43	4.4	4.63	4.27	4.12	16
William Scherlis	0	8.07	4.46	3.82	4.16	3.75	4.43	4.4	4.63	4.27	4.12	16
Kiron Skinner	0	7.26	4.2	4.04	4.14	3.84	4.45	4.21	4.25	4.14	4.11	16
Paul Steif	0	8.35	4.44	4.25	4.21	3.94	4.3	4.21	4.41	4.15	4.1	16
Christopher Sullivan	0	9.7	4.45	4.24	4.4	4.33	4.49	4.33	4.62	4.17	4.09	16
"Cochran, E."	0	15.38	4.41	3.91	4	4.19	4.11	3.99	4.6	4.12	4.08	16
Erica Cochran	0	15.38	4.41	3.91	4	4.19	4.11	3.99	4.6	4.12	4.08	16
"Glymour, C."	0	7.2	4.38	3.95	3.87	3.76	4.21	4.17	4.26	4.13	4.06	16
Clark Glymour	0	7.2	4.38	3.95	3.87	3.76	4.21	4.17	4.26	4.13	4.06	16
"Stiles, J."	0	9.12	4.44	4.02	4.03	4.12	4.27	4.21	4.72	4.28	4.04	16
Joel Stiles	0	9.12	4.44	4.02	4.03	4.12	4.27	4.21	4.72	4.28	4.04	16
Brian Staszel	0	10.87	4.46	3.96	3.97	3.92	4.05	3.9	4.71	3.96	4.03	16
Paul Sides	0	7.25	4.24	4.01	4.06	3.91	4.26	4.1	4.37	4.03	3.99	16
"Sides, P."	0	7.25	4.24	4.01	4.06	3.91	4.26	4.1	4.37	4.03	3.99	16
"Mukherjee, T."	0	11.27	4.2	4.09	4.16	3.92	4.15	3.96	4.3	3.89	3.99	16
Tamal Mukherjee	0	11.27	4.2	4.09	4.16	3.92	4.15	3.96	4.3	3.89	3.99	16
Albert Presto	0	8.17	4.03	4.2	4.21	3.93	4.31	4.08	4.61	4	3.97	16
Matthew Sass	0	5.47	3.87	4.12	4.14	4.13	4.22	4.18	4.28	4.02	3.96	16
"Sass, M."	0	5.47	3.87	4.12	4.14	4.13	4.22	4.18	4.28	4.02	3.96	16
Brian Macwhinney	0	7.36	4.42	3.78	3.73	3.96	4.24	3.88	4.59	3.97	3.91	16
Pedro Ferreira	0	7.4	4.01	4	4.11	4.03	4.17	4.09	4.3	4.05	3.9	16
Warren Garrison	0	8.44	4.04	4.13	4.16	3.79	3.9	4.01	4.5	3.9	3.9	16
"Ozdoganlar, B."	0	7.58	4.11	4	4.02	3.72	4.03	4.08	4.28	4	3.86	16
Burak Ozdoganlar	0	7.58	4.11	4	4.02	3.72	4.03	4.08	4.28	4	3.86	16
Beibei Li	0	8.66	4.13	4.01	4.03	3.76	4.16	3.91	4.46	3.88	3.79	16
Denise Caruso	0	8.77	4.32	3.5	3.72	4.17	4.06	3.77	4.43	3.9	3.78	16
"Caruso, D."	0	8.77	4.32	3.5	3.72	4.17	4.06	3.77	4.43	3.9	3.78	16
"Starzl, R."	0	11.87	3.86	3.76	3.77	3.72	3.89	3.69	4.09	3.65	3.71	16
Ravi Starzl	0	11.87	3.86	3.76	3.77	3.72	3.89	3.69	4.09	3.65	3.71	16
Paulina Jaramillo	0	10.41	3.75	3.64	3.71	3.47	4.03	3.73	3.87	3.64	3.64	16
"Jaramillo, P."	0	10.41	3.75	3.64	3.71	3.47	4.03	3.73	3.87	3.64	3.64	16
Elizabeth Casman	0	8.87	4	3.49	3.46	3.74	3.74	3.48	4.08	3.54	3.62	16
"Casman, E."	0	8.87	4	3.49	3.46	3.74	3.74	3.48	4.08	3.54	3.62	16
"Lee, R."	0	9.52	4.13	3.88	3.85	3.96	3.89	3.75	4.43	3.83	3.55	16
Rita Lee	0	9.52	4.13	3.88	3.85	3.96	3.89	3.75	4.43	3.83	3.55	16
"Goldburg, C."	0	6.33	3.84	3.27	3.39	3.81	3.76	3.52	4.05	3.49	3.54	16
Carol Goldburg	0	6.33	3.84	3.27	3.39	3.81	3.76	3.52	4.05	3.49	3.54	16
"Rusinek, M."	0	14.77	5	4.97	4.97	5	5	4.97	5	5	5	15
Michael Rusinek	0	14.77	5	4.97	4.97	5	5	4.97	5	5	5	15
George White	0	8	4.84	4.66	4.67	4.84	4.91	4.9	4.97	4.75	4.84	15
William Hrusa	0	9.5	4.9	4.84	4.84	4.82	4.89	4.86	4.93	4.89	4.79	15
"Hrusa, W."	0	9.5	4.9	4.84	4.84	4.82	4.89	4.86	4.93	4.89	4.79	15
"Schell, J."	0	16.98	4.52	4.6	4.65	4.63	4.71	4.62	4.58	4.69	4.75	15
Jesse Schell	0	16.98	4.52	4.6	4.65	4.63	4.71	4.62	4.58	4.69	4.75	15
Peggy Heidish	0	5.1	4.82	4.81	4.82	4.85	4.8	4.78	4.83	4.79	4.72	15
Wei Meng	0	8.81	4.85	4.81	4.8	4.74	4.75	4.75	4.89	4.73	4.71	15
Wendy Goldman	0	8.26	4.7	4.65	4.66	4.51	4.73	4.73	4.77	4.75	4.7	15
"Goldman, W."	0	8.26	4.7	4.65	4.66	4.51	4.73	4.73	4.77	4.75	4.7	15
Jonathan Malen	0	9.11	4.74	4.72	4.66	4.49	4.69	4.72	4.79	4.74	4.66	15
Fumie Goto	0	10.38	4.83	4.67	4.73	4.79	4.64	4.65	4.89	4.75	4.58	15
Heather Steffen	0	7.1	4.76	4.79	4.75	4.82	4.66	4.72	4.83	4.74	4.57	15
Joshua Reiman	0	12.96	4.62	4.55	4.46	4.53	4.47	4.5	4.37	4.47	4.54	15
"Reiman, J."	0	12.96	4.62	4.55	4.46	4.53	4.47	4.5	4.37	4.47	4.54	15
Donald Carter	0	4.91	4.63	4.74	4.62	4.43	4.7	4.61	4.76	4.71	4.53	15
"Carter, D."	0	4.91	4.63	4.74	4.62	4.43	4.7	4.61	4.76	4.71	4.53	15
Keith Cook	0	9.75	4.77	4.55	4.71	4.57	4.8	4.76	4.83	4.67	4.52	15
"Cook, K."	0	9.75	4.77	4.55	4.71	4.57	4.8	4.76	4.83	4.67	4.52	15
"Bellan-Gillen, P."	0	12.48	4.7	4.39	4.41	4.6	4.45	4.51	4.72	4.61	4.48	15
Patricia Bellan-Gillen	0	12.48	4.7	4.39	4.41	4.6	4.45	4.51	4.72	4.61	4.48	15
Hael Collins	0	12.89	4.76	4.63	4.63	4.38	4.63	4.54	4.92	4.55	4.47	15
"Guruswami, V."	0	11.15	4.57	4.45	4.47	4.19	4.56	4.49	4.71	4.46	4.46	15
Venkatesan Guruswami	0	11.15	4.57	4.45	4.47	4.19	4.56	4.49	4.71	4.46	4.46	15
Dennis Trumble	0	8.32	4.66	4.64	4.55	4.38	4.56	4.52	4.79	4.55	4.45	15
"Trumble, D."	0	8.32	4.66	4.64	4.55	4.38	4.56	4.52	4.79	4.55	4.45	15
John Kitchin	0	9.73	4.57	4.4	4.49	4.4	4.54	4.56	4.65	4.51	4.45	15
Marcel Just	0	6.86	4.44	4.06	4.25	3.91	4.78	4.49	4.41	4.35	4.45	15
Mehrdad Massoudi	0	8.5	4.76	4.36	4.48	4.56	4.62	4.58	4.87	4.54	4.44	15
Shawn Litster	0	10.57	4.6	4.51	4.51	4.35	4.58	4.43	4.77	4.46	4.44	15
