Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Chinmay Kulkarni	05-899	13.25	4.75	4	4.75	3.5	4.5	4.75	4.5	4.75	4.75	2
Brad Myers	05-899	11.41	4.62	4.6	4.67	4.81	4.67	4.67	4.38	4.6	4.68	2
"Myers, B."	05-899	11.41	4.62	4.6	4.67	4.81	4.67	4.67	4.38	4.6	4.68	2
Jason Hong	05-899	9.9	4.73	4.46	4.46	4.33	4.83	4.56	5	4.67	4.67	2
"Hong, J."	05-899	9.9	4.73	4.46	4.46	4.33	4.83	4.56	5	4.67	4.67	2
"Hammer, J."	05-899	11.94	4.88	4.73	4.58	4.61	4.62	4.75	4.9	4.79	4.56	2
Jessica Hammer	05-899	11.94	4.88	4.73	4.58	4.61	4.62	4.75	4.9	4.79	4.56	2
Carolyn Rose	05-899	9.5	4.69	4.44	4.44	4.25	4.69	4.69	4.64	4.19	4.25	2
Haakon Faste	05-899	9.5	4.78	4.12	4.14	4.41	4.6	4.42	4.81	4.47	4.17	2
"Zimmerman, J."	05-899	8.34	4.02	3.16	3.53	3.83	3.69	3.6	4.24	3.75	3.45	2
John Zimmerman	05-899	8.34	4.02	3.16	3.53	3.83	3.69	3.6	4.24	3.75	3.45	2
Geoff Kaufman	05-899	8	5	5	4.8	5	5	5	5	5	5	1
"Berntsen, K."	05-899	12.5	5	4.25	4.5	4.25	4.25	4.5	4.75	4.5	4.5	1
Karen Berntsen	05-899	12.5	5	4.25	4.5	4.25	4.25	4.5	4.75	4.5	4.5	1
Kenneth Koedinger	05-899	11.75	4.63	4.38	4.5	4.25	4.75	4.5	4.75	4.25	4.25	1
"Koedinger, K."	05-899	11.75	4.63	4.38	4.5	4.25	4.75	4.5	4.75	4.25	4.25	1
Scott Hudson	05-899	8.27	4.31	3.92	4.23	4.23	4.62	4.62	4.77	4.31	4.08	1
"Hudson, S."	05-899	8.27	4.31	3.92	4.23	4.23	4.62	4.62	4.77	4.31	4.08	1
Eric Paulos	05-899	7.57	4	3.71	3.71	4	4.14	4	4.43	4	4	1
"Paulos, E."	05-899	7.57	4	3.71	3.71	4	4.14	4	4.43	4	4	1
Matthew Cline	06-052	15.6	4.6	4.4	4.4	2.8	4.6	4.4	4.6	3.8	4	1
Michael Domach	06-100	6.76	4.12	3.58	3.62	3.58	3.97	3.64	4.49	3.62	3.59	5
"Domach, M."	06-100	6.76	4.12	3.58	3.62	3.58	3.97	3.64	4.49	3.62	3.59	5
"Steppan, S."	06-100	8.6	4.32	4.07	4.12	3.93	4.18	4.01	4.61	3.89	3.82	4
Susana Steppan	06-100	8.6	4.32	4.07	4.12	3.93	4.18	4.01	4.61	3.89	3.82	4
James Schneider	06-100	8.92	4.37	4.32	4.24	3.97	4.37	4.28	4.51	4.24	4.1	3
"Schneider, J."	06-100	8.92	4.37	4.32	4.24	3.97	4.37	4.28	4.51	4.24	4.1	3
Jeffrey Schneider	06-100	8.92	4.37	4.32	4.24	3.97	4.37	4.28	4.51	4.24	4.1	3
Kris Dahl	06-100	10.05	4.12	3.87	3.94	3.51	4.42	3.74	4.12	3.82	3.89	3
"Dahl, K."	06-100	10.05	4.12	3.87	3.94	3.51	4.42	3.74	4.12	3.82	3.89	3
Kris Dahl	06-221	9.05	4.54	4.13	4.24	4.01	4.53	4.26	4.47	4.23	4.2	3
"Dahl, K."	06-221	9.05	4.54	4.13	4.24	4.01	4.53	4.26	4.47	4.23	4.2	3
Robert Tilton	06-221	7.99	4.45	4.53	4.56	4.17	4.58	4.71	4.75	4.51	4.48	2
"Tilton, R."	06-221	7.99	4.45	4.53	4.56	4.17	4.58	4.71	4.75	4.51	4.48	2
Raj Chakrabarti	06-221	7.94	4.25	3.67	3.85	3.83	3.83	3.85	4.25	3.57	3.55	1
Michael Domach	06-221	9.06	3.71	3.17	3.37	3.23	3.66	3.17	4.23	3.2	3.29	1
"Domach, M."	06-221	9.06	3.71	3.17	3.37	3.23	3.66	3.17	4.23	3.2	3.29	1
Andrew Gellman	06-222	2.25	4.15	4.33	4.37	4.06	4.23	4.17	4.39	4.1	3.74	4
"Gellman, A."	06-222	2.25	4.15	4.33	4.37	4.06	4.23	4.17	4.39	4.1	3.74	4
Chrysanthos Gounaris	06-222	2.13	4.36	4.4	4.4	4.02	4.3	4.38	4.4	4.25	3.75	1
"Gounaris, C."	06-222	2.13	4.36	4.4	4.4	4.02	4.3	4.38	4.4	4.25	3.75	1
Michael Domach	06-222	2.08	3.88	3.03	3.52	3.4	3.75	3.7	4.32	3.5	3.15	1
"Domach, M."	06-222	2.08	3.88	3.03	3.52	3.4	3.75	3.7	4.32	3.5	3.15	1
Myung Jhon	06-261	9.5	3.52	3.79	3.81	3.36	4	3.62	3.58	3.62	3.67	4
"Jhon, M."	06-261	9.5	3.52	3.79	3.81	3.36	4	3.62	3.58	3.62	3.67	4
James Schneider	06-261	8.74	4.46	4.44	4.41	4.08	4.52	4.45	4.52	4.44	4.25	3
"Schneider, J."	06-261	8.74	4.46	4.44	4.41	4.08	4.52	4.45	4.52	4.44	4.25	3
Jeffrey Schneider	06-261	8.74	4.46	4.44	4.41	4.08	4.52	4.45	4.52	4.44	4.25	3
Aditya Khair	06-262	9.89	4.27	4.08	4.1	3.71	4.17	3.75	4.55	3.76	3.74	5
"Khair, A."	06-262	9.89	4.27	4.08	4.1	3.71	4.17	3.75	4.55	3.76	3.74	5
Myung Jhon	06-262	9.09	3.5	3.5	3.7	3.22	3.65	3.26	3.71	3.2	3.25	2
"Jhon, M."	06-262	9.09	3.5	3.5	3.7	3.22	3.65	3.26	3.71	3.2	3.25	2
Michael Domach	06-321	7.58	3.98	3.46	3.55	3.41	3.8	3.44	4.22	3.42	3.38	5
"Domach, M."	06-321	7.58	3.98	3.46	3.55	3.41	3.8	3.44	4.22	3.42	3.38	5
Nikolaos Sahinidis	06-321	9.93	2.91	2.77	2.79	2.45	2.97	2.45	3.39	2.43	2.44	2
B Erik Ydstie	06-322	2.16	4.26	4.45	4.42	4.15	4.23	4.21	4.47	4.28	4.21	4
Kathryn Whitehead	06-322	2	4.76	4.95	4.86	4.57	4.76	4.67	4.76	4.81	4.52	1
"Whitehead, K."	06-322	2	4.76	4.95	4.86	4.57	4.76	4.67	4.76	4.81	4.52	1
Michael Domach	06-322	2	4.64	4.21	4.29	4.15	4.64	4.5	4.71	4.36	4.29	1
"Domach, M."	06-322	2	4.64	4.21	4.29	4.15	4.64	4.5	4.71	4.36	4.29	1
"Steppan, S."	06-323	9.33	4.54	4.48	4.45	4.16	4.35	4.32	4.54	4.32	4.4	5
Susana Steppan	06-323	9.33	4.54	4.48	4.45	4.16	4.35	4.32	4.54	4.32	4.4	5
Shelley Anna	06-323	9.03	4.42	4.49	4.5	4.15	4.42	4.47	4.62	4.38	4.22	2
"Anna, S."	06-323	9.03	4.42	4.49	4.5	4.15	4.42	4.47	4.62	4.38	4.22	2
Kris Dahl	06-323	10.25	4.33	4.33	4.38	4	4.46	4.04	4	4.13	4.04	1
"Dahl, K."	06-323	10.25	4.33	4.33	4.38	4	4.46	4.04	4	4.13	4.04	1
Kathryn Whitehead	06-361	7.73	4.69	4.55	4.62	4.25	4.67	4.66	4.61	4.61	4.44	4
"Whitehead, K."	06-361	7.73	4.69	4.55	4.62	4.25	4.67	4.66	4.61	4.61	4.44	4
Lorenz Biegler	06-361	8.46	3.5	3.57	3.68	3.06	3.91	3.06	3.96	3.06	3.18	3
"Biegler, L."	06-361	8.46	3.5	3.57	3.68	3.06	3.91	3.06	3.96	3.06	3.18	3
Dennis Prieve	06-361	8.86	4.07	4.32	4.25	3.89	4.46	4.36	4.39	4.04	3.96	1
B Erik Ydstie	06-362	8.75	4.45	3.83	3.96	4.04	4.27	3.8	4.71	3.91	3.99	2
Lynn Walker	06-363	10.09	3.9	3.59	3.86	3.54	3.92	3.61	3.96	3.65	3.5	4
Paul Sides	06-363	9.25	3.68	3.14	3.31	3.01	3.43	3.24	3.62	3.17	3.15	3
"Sides, P."	06-363	9.25	3.68	3.14	3.31	3.01	3.43	3.24	3.62	3.17	3.15	3
James Schneider	06-364	10.34	4.16	4.16	4.2	3.88	4.24	4.04	4.18	4.06	4.11	3
"Schneider, J."	06-364	10.34	4.16	4.16	4.2	3.88	4.24	4.04	4.18	4.06	4.11	3
Jeffrey Schneider	06-364	10.34	4.16	4.16	4.2	3.88	4.24	4.04	4.18	4.06	4.11	3
John Kitchin	06-364	10.23	4.57	4.54	4.54	4.23	4.49	4.6	4.77	4.65	4.6	1
Michael Domach	06-364	7.21	3.49	2.69	2.62	2.82	3.23	2.23	4.03	2.38	2.44	1
"Domach, M."	06-364	7.21	3.49	2.69	2.62	2.82	3.23	2.23	4.03	2.38	2.44	1
Meagan Mauter	06-365	7.59	4.67	4.45	4.74	3.98	4.62	4.49	4.71	4.49	4.33	2
"Mauter, M."	06-365	7.59	4.67	4.45	4.74	3.98	4.62	4.49	4.71	4.49	4.33	2
"Grossmann, I."	06-421	16.93	4.1	4.06	4.16	3.79	4.28	4.03	4.28	3.86	3.76	7
Ignacio Grossmann	06-421	16.93	4.1	4.06	4.16	3.79	4.28	4.03	4.28	3.86	3.76	7
Iris Grossmann	06-421	16.93	4.1	4.06	4.16	3.79	4.28	4.03	4.28	3.86	3.76	7
"Siirola, J."	06-421	19.52	4.56	3.92	4.05	4.16	4.4	4.21	4.48	4.28	3.91	4
Jeffrey Siirola	06-421	19.52	4.56	3.92	4.05	4.16	4.4	4.21	4.48	4.28	3.91	4
John Kitchin	06-422	9.66	4.46	4.47	4.38	3.81	4.31	4.34	4.5	4.33	4.16	2
B Erik Ydstie	06-423	9.75	3.54	2.94	3.09	3.05	3.22	3.13	4.11	3.25	3.06	7
"Frollini, R."	06-426	10.25	3.92	4.62	4.25	3.79	3.88	4.21	4.21	3.92	4	6
Rosemary Frollini	06-426	10.25	3.92	4.62	4.25	3.79	3.88	4.21	4.21	3.92	4	6
"Grossmann, I."	06-460	5.75	4.8	4.2	4	4.4	5	4.8	5	4.4	4.2	1
Ignacio Grossmann	06-460	5.75	4.8	4.2	4	4.4	5	4.8	5	4.4	4.2	1
Iris Grossmann	06-460	5.75	4.8	4.2	4	4.4	5	4.8	5	4.4	4.2	1
Neil Donahue	06-460	5.6	4.8	4	4	4.6	5	4.6	5	4.4	4	1
"Donahue, N."	06-460	5.6	4.8	4	4	4.6	5	4.6	5	4.4	4	1
Nikolaos Sahinidis	06-462	7.84	3.65	3.75	3.79	3.21	4.02	3.62	4.16	3.69	3.58	4
Chrysanthos Gounaris	06-462	8.56	3.69	3.56	3.63	3.15	3.78	3.34	3.49	3.4	3.35	3
"Gounaris, C."	06-462	8.56	3.69	3.56	3.63	3.15	3.78	3.34	3.49	3.4	3.35	3
Lorenz Biegler	06-462	8.96	2.95	3.18	3.14	3.09	3.23	3	2.91	2.95	3.1	1
"Biegler, L."	06-462	8.96	2.95	3.18	3.14	3.09	3.23	3	2.91	2.95	3.1	1
Nikolaos Sahinidis	06-463	5.5	3.45	3.42	3.46	3.22	3.78	3.53	3.97	3.48	3.29	4
Chrysanthos Gounaris	06-463	8.38	3.94	3.76	3.76	3.56	3.85	3.69	3.89	3.78	3.61	3
"Gounaris, C."	06-463	8.38	3.94	3.76	3.76	3.56	3.85	3.69	3.89	3.78	3.61	3
Lorenz Biegler	06-463	8.09	3	3.03	3.03	2.97	3	3.06	3	2.97	3.03	1
"Biegler, L."	06-463	8.09	3	3.03	3.03	2.97	3	3.06	3	2.97	3.03	1
B Erik Ydstie	06-464	8.81	4.25	3.5	3.66	3.73	4.02	3.5	4.45	3.63	3.59	3
Mark Daichendt	06-464	15.88	1.92	1.75	1.71	1.5	1.67	1.5	1.92	1.29	1.42	1
"Frollini, R."	06-466	8	4.2	4.7	4.6	4.3	4.9	4.7	4.8	4.4	4.6	5
Rosemary Frollini	06-466	8	4.2	4.7	4.6	4.3	4.9	4.7	4.8	4.4	4.6	5
"Jacobson, A."	06-466	8	4.25	4.25	4.25	3.25	3.75	3.75	4.25	3.75	3.75	2
Annette Jacobson	06-466	8	4.25	4.25	4.25	3.25	3.75	3.75	4.25	3.75	3.75	2
"Siirola, J."	06-500	7.3	4.6	4.67	4.6	4.49	4.62	4.62	4.77	4.71	4.55	5
Jeffrey Siirola	06-500	7.3	4.6	4.67	4.6	4.49	4.62	4.62	4.77	4.71	4.55	5
Kris Dahl	06-500	5	5	5	5	5	5	5	5	5	5	1
"Dahl, K."	06-500	5	5	5	5	5	5	5	5	5	5	1
Lorenz Biegler	06-606	11.48	4.36	4.17	4.43	4.18	4.57	4.24	4.76	4.15	4.32	7
"Biegler, L."	06-606	11.48	4.36	4.17	4.43	4.18	4.57	4.24	4.76	4.15	4.32	7
"Siirola, J."	06-606	9.7	4.4	4.6	4.6	4.55	4.65	4.6	4.7	4.6	4.65	1
Jeffrey Siirola	06-606	9.7	4.4	4.6	4.6	4.55	4.65	4.6	4.7	4.6	4.65	1
Dennis Prieve	06-607	9.85	4.41	4.56	4.4	4.04	4.48	4.46	4.78	4.4	4.25	6
Todd Przybycien	06-607	9.8	4.44	4.19	4.19	3.81	4.44	3.94	4.56	4.06	3.94	1
"Przybycien, T."	06-607	9.8	4.44	4.19	4.19	3.81	4.44	3.94	4.56	4.06	3.94	1
James Schneider	06-608	2.34	4.42	4.5	4.48	4.26	4.52	4.46	4.52	4.43	4.3	5
"Schneider, J."	06-608	2.34	4.42	4.5	4.48	4.26	4.52	4.46	4.52	4.43	4.3	5
Jeffrey Schneider	06-608	2.34	4.42	4.5	4.48	4.26	4.52	4.46	4.52	4.43	4.3	5
Paul Sides	06-608	2.54	4.17	4.31	4.37	4.12	4.48	4.32	4.41	4.3	4.18	3
"Sides, P."	06-608	2.54	4.17	4.31	4.37	4.12	4.48	4.32	4.41	4.3	4.18	3
James Miller	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
"Miller, J."	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
Janel Miller	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
Jennifer Keating-Miller	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
Jessamyn Miller	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
Jill Miller	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
John Miller	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
"Keating-Miller, J."	06-608	2.99	4.66	4.66	4.67	4.58	4.7	4.64	4.7	4.66	4.58	2
James Schneider	06-609	10.14	4.52	4.59	4.57	4.26	4.46	4.53	4.6	4.42	4.54	3
"Schneider, J."	06-609	10.14	4.52	4.59	4.57	4.26	4.46	4.53	4.6	4.42	4.54	3
Jeffrey Schneider	06-609	10.14	4.52	4.59	4.57	4.26	4.46	4.53	4.6	4.42	4.54	3
Tomasz Kowalewski	06-609	7.33	3.95	3.75	3.82	3.25	3.98	3.58	4.53	3.48	3.34	3
"Kowalewski, T."	06-609	7.33	3.95	3.75	3.82	3.25	3.98	3.58	4.53	3.48	3.34	3
Lynn Walker	06-609	8.29	4.76	4.67	4.76	4.38	4.76	4.62	4.9	4.67	4.57	1
Lynn Walker	06-610	5	4.89	4.89	4.89	4.56	5	5	4.67	4.89	4.89	1
Shelley Anna	06-610	5.75	4.75	4.75	5	4.75	4.5	4.75	4.75	4.75	4.75	1
"Anna, S."	06-610	5.75	4.75	4.75	5	4.75	4.5	4.75	4.75	4.75	4.75	1
Aditya Khair	06-610	8	4.83	4.33	4.67	4.33	4.5	5	4.83	4.67	4.5	1
"Khair, A."	06-610	8	4.83	4.33	4.67	4.33	4.5	5	4.83	4.67	4.5	1
Nikolaos Sahinidis	06-611	10.57	4.57	4.23	4.54	4.33	4.55	4.45	4.86	4.55	4.39	2
Kathryn Whitehead	06-611	6.83	5	4.5	4.33	4.44	4.78	4.78	4.94	4.72	4.72	1
"Whitehead, K."	06-611	6.83	5	4.5	4.33	4.44	4.78	4.78	4.94	4.72	4.72	1
"Siirola, J."	06-611	7.14	4.64	4.21	4.43	4.07	4.79	4.79	4.71	4.57	4.57	1
Jeffrey Siirola	06-611	7.14	4.64	4.21	4.43	4.07	4.79	4.79	4.71	4.57	4.57	1
Lynn Walker	06-611	11.19	4.41	4.44	4.5	4.32	4.41	4.35	4.56	4.38	4.26	1
Shelley Anna	06-615	10	4.92	4.5	4.83	4.25	4.83	4.83	5	4.83	4.67	2
"Anna, S."	06-615	10	4.92	4.5	4.83	4.25	4.83	4.83	5	4.83	4.67	2
Paul Sides	06-619	7.55	4.74	4.45	4.49	4.07	4.85	4.6	4.83	4.49	4.63	2
"Sides, P."	06-619	7.55	4.74	4.45	4.49	4.07	4.85	4.6	4.83	4.49	4.63	2
Neil Donahue	06-620	5.98	4.33	3.84	4.07	3.89	4.55	4.39	4.79	4.31	4.16	3
"Donahue, N."	06-620	5.98	4.33	3.84	4.07	3.89	4.55	4.39	4.79	4.31	4.16	3
Todd Przybycien	06-622	9	4.08	4.17	4.17	3.67	4.33	4.17	4.5	4	3.83	2
"Przybycien, T."	06-622	9	4.08	4.17	4.17	3.67	4.33	4.17	4.5	4	3.83	2
Lynn Walker	06-623	12.11	4.36	4.42	4.43	4.27	4.42	4.37	4.47	4.39	4.34	4
John Kitchin	06-625	11.79	4.58	4.54	4.55	4.54	4.54	4.62	4.69	4.57	4.5	4
John Kitchin	06-640	10.55	4.62	4.36	4.49	4.48	4.6	4.56	4.68	4.49	4.41	5
Kris Dahl	06-646	9	4.67	5	4.33	4.67	5	4.67	4.33	5	5	1
"Dahl, K."	06-646	9	4.67	5	4.33	4.67	5	4.67	4.33	5	5	1
Paul Sides	06-663	10.17	4.12	3.84	3.93	3.76	4.18	4.05	4.46	3.96	3.76	4
"Sides, P."	06-663	10.17	4.12	3.84	3.93	3.76	4.18	4.05	4.46	3.96	3.76	4
John Eslick	06-665	11.95	3.28	3.48	3.35	3.35	3.59	3.45	4.09	3.26	3.21	2
Mark Daichendt	06-665	16.09	3.32	3.28	3.17	3.13	3.17	2.82	3.71	2.73	2.79	2
Peter Adams	06-679	9	4.33	4.83	4.67	4.67	5	5	5	5	4.5	1
"Adams, P."	06-679	9	4.33	4.83	4.67	4.67	5	5	5	5	4.5	1
"Siirola, J."	06-681	3.13	4.62	4.67	4.63	4.44	4.71	4.72	4.76	4.72	4.64	2
Jeffrey Siirola	06-681	3.13	4.62	4.67	4.63	4.44	4.71	4.72	4.76	4.72	4.64	2
Andrew Gellman	06-702	9.37	4.22	4.44	4.44	3.9	4.53	4.42	4.52	4.31	4.18	6
"Gellman, A."	06-702	9.37	4.22	4.44	4.44	3.9	4.53	4.42	4.52	4.31	4.18	6
James Miller	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
"Miller, J."	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
Janel Miller	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
Jennifer Keating-Miller	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
Jessamyn Miller	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
Jill Miller	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
John Miller	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
"Keating-Miller, J."	06-702	10.25	4.56	4.3	4.38	4.24	4.46	4.38	4.73	4.33	4.21	2
Neil Donahue	06-702	12.5	4	3.25	3.25	4	4	4	4.25	3.5	4	1
"Donahue, N."	06-702	12.5	4	3.25	3.25	4	4	4	4.25	3.5	4	1
Aditya Khair	06-703	11.89	4.45	4.27	4.16	3.9	4.32	4.14	4.75	4.2	4.15	5
"Khair, A."	06-703	11.89	4.45	4.27	4.16	3.9	4.32	4.14	4.75	4.2	4.15	5
Dennis Prieve	06-703	9.69	4.29	4.44	4.4	3.98	4.42	4.36	4.62	4.15	4.21	2
Shelley Anna	06-703	9.88	4.56	4.53	4.41	4.38	4.59	4.59	4.75	4.63	4.25	1
"Anna, S."	06-703	9.88	4.56	4.53	4.41	4.38	4.59	4.59	4.75	4.63	4.25	1
Myung Jhon	06-704	10.76	3.77	3.89	3.95	3.64	4.2	3.99	4.32	3.86	3.73	5
"Jhon, M."	06-704	10.76	3.77	3.89	3.95	3.64	4.2	3.99	4.32	3.86	3.73	5
Shelley Anna	06-704	12.34	4.7	4.47	4.54	4.39	4.22	4.53	4.95	4.53	4.47	2
"Anna, S."	06-704	12.34	4.7	4.47	4.54	4.39	4.22	4.53	4.95	4.53	4.47	2
Michael Domach	06-704	17	5	5	5	5	5	5	5	5	5	1
"Domach, M."	06-704	17	5	5	5	5	5	5	5	5	5	1
Robert Tilton	06-705	10.91	4.56	4.79	4.74	4.55	4.67	4.73	4.88	4.69	4.74	4
"Tilton, R."	06-705	10.91	4.56	4.79	4.74	4.55	4.67	4.73	4.88	4.69	4.74	4
Mohammad Islam	06-705	8.62	3.44	3.52	3.34	3.08	3.6	3.08	4.12	2.96	3.24	2
"Lam, M."	06-705	8.62	3.44	3.52	3.34	3.08	3.6	3.08	4.12	2.96	3.24	2
Nikolaos Sahinidis	06-705	11	3.63	3.79	3.95	3.37	3.95	3.42	4.68	3.53	3.53	1
B Erik Ydstie	06-708	9.05	4.73	4.6	4.7	4.64	4.7	4.64	4.88	4.7	4.62	2
Donald Chmielewski	06-708	8	4.86	4.86	4.71	4.43	4.71	4.86	4.86	4.71	4.71	1
Dennis Prieve	06-712	8.75	4.69	4.55	4.46	4.56	4.55	4.48	4.92	4.48	4.4	2
Dennis Prieve	06-713	9.07	4.58	4.82	4.76	4.35	4.66	4.77	4.81	4.61	4.55	3
Myung Jhon	06-713	11.46	3.74	3.65	3.84	3.55	4	3.64	3.76	3.58	3.63	3
"Jhon, M."	06-713	11.46	3.74	3.65	3.84	3.55	4	3.64	3.76	3.58	3.63	3
Aditya Khair	06-713	11	4.69	4.46	4.23	4	4.69	4.54	4.62	4.31	4.23	1
"Khair, A."	06-713	11	4.69	4.46	4.23	4	4.69	4.54	4.62	4.31	4.23	1
John Kitchin	06-714	7.14	4.46	4	4.39	4.54	4.54	4.61	4.68	4.54	4.71	2
Andrew Gellman	06-714	12.2	4.4	4.4	4.4	4	4.8	4.6	4.8	4.4	4.4	1
"Gellman, A."	06-714	12.2	4.4	4.4	4.4	4	4.8	4.6	4.8	4.4	4.4	1
Paul Sides	06-716	7.59	4.55	4.29	4.18	4.47	4.5	4.32	4.6	4.22	4.33	3
"Sides, P."	06-716	7.59	4.55	4.29	4.18	4.47	4.5	4.32	4.6	4.22	4.33	3
"Grossmann, I."	06-720	13.54	4.6	4.69	4.71	4.27	4.69	4.75	4.9	4.73	4.78	6
Ignacio Grossmann	06-720	13.54	4.6	4.69	4.71	4.27	4.69	4.75	4.9	4.73	4.78	6
Iris Grossmann	06-720	13.54	4.6	4.69	4.71	4.27	4.69	4.75	4.9	4.73	4.78	6
Lorenz Biegler	06-720	11.38	4.63	4	4.38	4.38	4.13	4.13	4.88	3.75	4.13	1
"Biegler, L."	06-720	11.38	4.63	4	4.38	4.38	4.13	4.13	4.88	3.75	4.13	1
Todd Przybycien	06-722	9.5	4	3.5	4	4	4	4	4.5	4	4	1
"Przybycien, T."	06-722	9.5	4	3.5	4	4	4	4	4.5	4	4	1
"Steppan, S."	06-777	8.93	4.81	4.74	4.74	4.62	4.67	4.62	4.93	4.67	4.62	7
Susana Steppan	06-777	8.93	4.81	4.74	4.74	4.62	4.67	4.62	4.93	4.67	4.62	7
"Jacobson, A."	06-777	2	5	5	5	5	5	5	5	5	5	2
Annette Jacobson	06-777	2	5	5	5	5	5	5	5	5	5	2
James Schneider	06-777	2	5	5	5	5	5	5	5	5	5	1
"Schneider, J."	06-777	2	5	5	5	5	5	5	5	5	5	1
Robert Tilton	06-777	2	5	5	5	5	5	5	5	5	5	1
"Tilton, R."	06-777	2	5	5	5	5	5	5	5	5	5	1
Jeffrey Schneider	06-777	2	5	5	5	5	5	5	5	5	5	1
Neil Donahue	06-779	6.25	4.33	3.92	3.83	3.25	4	3.75	4.58	3.92	3.67	2
"Donahue, N."	06-779	6.25	4.33	3.92	3.83	3.25	4	3.75	4.58	3.92	3.67	2
"Deserno, M."	06-779	10	4.89	4.56	4.44	4	4.75	4.5	5	4.44	4.25	1
Markus Deserno	06-779	10	4.89	4.56	4.44	4	4.75	4.5	5	4.44	4.25	1
Robert Tilton	06-779	9.67	4.78	4.56	4.56	3.89	4.44	4.44	4.89	4.56	4.22	1
"Tilton, R."	06-779	9.67	4.78	4.56	4.56	3.89	4.44	4.44	4.89	4.56	4.22	1
Andrew Gellman	06-800	2.47	4.59	4.59	4.66	4.53	4.63	4.59	4.69	4.63	4.64	1
"Gellman, A."	06-800	2.47	4.59	4.59	4.66	4.53	4.63	4.59	4.69	4.63	4.64	1
Robert Tilton	06-800	2.34	4.6	4.63	4.65	4.63	4.56	4.55	4.72	4.64	4.61	1
"Tilton, R."	06-800	2.34	4.6	4.63	4.65	4.63	4.56	4.55	4.72	4.64	4.61	1
Paul Sides	06-800	2.11	4.67	4.67	4.63	4.63	4.59	4.63	4.59	4.63	4.61	1
"Sides, P."	06-800	2.11	4.67	4.67	4.63	4.63	4.59	4.63	4.59	4.63	4.61	1
Shelley Anna	06-800	2.43	4.56	4.59	4.56	4.52	4.59	4.59	4.67	4.56	4.59	1
"Anna, S."	06-800	2.43	4.56	4.59	4.56	4.52	4.59	4.59	4.67	4.56	4.59	1
James Schneider	06-800	2.15	4.4	4.35	4.45	4.4	4.3	4.3	4.5	4.45	4.45	1
"Schneider, J."	06-800	2.15	4.4	4.35	4.45	4.4	4.3	4.3	4.5	4.45	4.45	1
Jeffrey Schneider	06-800	2.15	4.4	4.35	4.45	4.4	4.3	4.3	4.5	4.45	4.45	1
John Kitchin	06-800	2.22	4.64	4.59	4.59	4.54	4.72	4.54	4.54	4.5	4.43	1
Aditya Khair	06-800	2.37	4.43	4.5	4.4	4.28	4.43	4.31	4.49	4.41	4.37	1
"Khair, A."	06-800	2.37	4.43	4.5	4.4	4.28	4.43	4.31	4.49	4.41	4.37	1
Michael Domach	06-800	2.86	4.3	4.37	4.3	4.26	4.37	4.33	4.44	4.37	4.31	1
"Domach, M."	06-800	2.86	4.3	4.37	4.3	4.26	4.37	4.33	4.44	4.37	4.31	1
"Steppan, S."	06-801	10.96	4.2	4.12	4.08	4.36	4.36	4.11	4.76	4.24	3.96	5
Susana Steppan	06-801	10.96	4.2	4.12	4.08	4.36	4.36	4.11	4.76	4.24	3.96	5
"Frollini, R."	06-801	11.29	3.83	3.96	3.94	3.88	3.89	3.95	4.68	3.96	3.96	5
Rosemary Frollini	06-801	11.29	3.83	3.96	3.94	3.88	3.89	3.95	4.68	3.96	3.96	5
"Jacobson, A."	06-802	12.02	4.71	4.53	4.62	4.18	4.63	4.67	4.75	4.6	4.58	8
Annette Jacobson	06-802	12.02	4.71	4.53	4.62	4.18	4.63	4.67	4.75	4.6	4.58	8
Kathryn Whitehead	06-804	8.57	4.62	4.73	4.69	4.58	4.6	4.54	4.65	4.62	4.56	2
"Whitehead, K."	06-804	8.57	4.62	4.73	4.69	4.58	4.6	4.54	4.65	4.62	4.56	2
"Balas, E."	06-805	14.2	4.6	4.4	3.8	4	4.2	4.4	4.8	4.2	4.2	1
